Class ID: 0, Sub ID: -1, DRS File Name: building_bandits_air_defense_launcher_module1_s0.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_phalanx.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_pike_templar.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_spearman.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_twilight_ghostspear.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_antlion.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_assault_insect.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_demon_insect.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_lostsouls_demon_insect.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_lostsouls_insect.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_mad_god.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_shadow_insect.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_siege_bug.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_twilight_antlion.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_twilight_siege_bug.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_witchclaws.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_energy_parasite.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_fire_jellyfish.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_parasite_swarm.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_stonekin_jellyfish.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_stonekin_skyslayer.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_twilight_energy_parasite.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_twilight_jellyfish.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_twilight_parasite_swarm.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_wisp_blue.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_wisp_green.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_wisp_red.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_bandit_boom_brothers.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_bandit_virtuoso.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_boom_brothers.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_kobold_engineer.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_mountaineer.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_twilight_unstable_demon.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_unstable_demon.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_virtuoso.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_pigfarmer_air.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_pigfarmer_ground.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_bandit_scavenger.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_hunterkiller.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_icefang.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_scavenger.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_stonekin_hunterkiller.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_swiftclaw.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_twilight_swiftclaw.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_abyssal_warder.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_skitterer.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_lostsouls_fallen_skyelf.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_lostsouls_fallen_skyelf_shade.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_skyelf_commander.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_skyelf_sage.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_skyelf_templar.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_bandit_moloch.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_bandit_raven_cannon.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_bone_cannon.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_lostsouls_bone_cannon.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_moloch.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_razorleaf_shooter.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_razorleaf_shooter_special.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_spore_launcher.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_walking_cannon.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_walking_cannon_special.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_nox_carrier.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_nox_carrier_wheel.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_thunder_wagon.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_core_dredge.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_deepcoil_worm.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_fire_worm.drs, Locator File Name: 
Class ID: 0, Sub ID: -1, DRS File Name: unit_undead_worm.drs, Locator File Name: 
Class ID: 1, Sub ID: 1, DRS File Name: unit_goldwagon.drs, Locator File Name: unit_goldwagon_Ce_sideRear_mesh.module
Class ID: 1, Sub ID: 1, DRS File Name: unit_demon_insect.drs, Locator File Name: unit_demon_insect_wing_out_r.module
Class ID: 1, Sub ID: 1, DRS File Name: unit_lostsouls_demon_insect.drs, Locator File Name: unit_lostSouls_demon_insect_wing_out_r.module
Class ID: 1, Sub ID: 2, DRS File Name: unit_goldwagon.drs, Locator File Name: unit_goldwagon_Ce_shipFront_mesh.module
Class ID: 1, Sub ID: 2, DRS File Name: unit_demon_insect.drs, Locator File Name: unit_demon_insect_wing_out_l.module
Class ID: 1, Sub ID: 2, DRS File Name: unit_lostsouls_demon_insect.drs, Locator File Name: unit_lostSouls_demon_insect_wing_out_l.module
Class ID: 1, Sub ID: 2, DRS File Name: unit_nox_carrier.drs, Locator File Name: unit_nox_carrier_rt_rib1_att.module
Class ID: 1, Sub ID: 3, DRS File Name: unit_goldwagon.drs, Locator File Name: unit_goldwagon_Ce_shipTip_mesh.module
Class ID: 1, Sub ID: 3, DRS File Name: unit_demon_insect.drs, Locator File Name: unit_demon_insect_wing_inner_l.module
Class ID: 1, Sub ID: 3, DRS File Name: unit_lostsouls_demon_insect.drs, Locator File Name: unit_lostSouls_demon_insect_wing_inner_l.module
Class ID: 1, Sub ID: 3, DRS File Name: unit_nox_carrier.drs, Locator File Name: unit_nox_carrier_lf_rib1_att.module
Class ID: 1, Sub ID: 4, DRS File Name: unit_shadow_battleship_die.drs, Locator File Name: unit_shadow_battleship_Ce_rear_A.module
Class ID: 1, Sub ID: 4, DRS File Name: unit_shadow_battleship.drs, Locator File Name: unit_shadow_battleship_Ce_rear_A.module
Class ID: 1, Sub ID: 4, DRS File Name: unit_goldwagon.drs, Locator File Name: unit_goldwagon_Lf_side_mesh.module
Class ID: 1, Sub ID: 4, DRS File Name: unit_demon_insect.drs, Locator File Name: unit_demon_insect_wing_inner_r.module
Class ID: 1, Sub ID: 4, DRS File Name: unit_lostsouls_demon_insect.drs, Locator File Name: unit_lostSouls_demon_insect_wing_inner_r.module
Class ID: 1, Sub ID: 4, DRS File Name: unit_nox_carrier.drs, Locator File Name: unit_nox_carrier_lf_clavicle_att.module
Class ID: 1, Sub ID: 5, DRS File Name: unit_shadow_battleship_die.drs, Locator File Name: unit_shadow_battleship_Ce_bow1_A.module
Class ID: 1, Sub ID: 5, DRS File Name: unit_shadow_battleship.drs, Locator File Name: unit_shadow_battleship_Ce_bow1_A.module
Class ID: 1, Sub ID: 5, DRS File Name: unit_nox_carrier.drs, Locator File Name: unit_nox_carrier_rt_clavicle_att.module
Class ID: 1, Sub ID: 6, DRS File Name: unit_goldwagon.drs, Locator File Name: unit_goldwagon_Ce_mast_mesh.module
Class ID: 1, Sub ID: 6, DRS File Name: unit_demon_insect.drs, Locator File Name: unit_demon_insect_rear.module
Class ID: 1, Sub ID: 6, DRS File Name: unit_lostsouls_demon_insect.drs, Locator File Name: unit_lostSouls_demon_insect_rear.module
Class ID: 1, Sub ID: 6, DRS File Name: unit_nox_carrier.drs, Locator File Name: unit_nox_carrier_lf_rib2_att.module
Class ID: 1, Sub ID: 7, DRS File Name: unit_goldwagon.drs, Locator File Name: unit_goldwagon_Ce_dragon_mesh.module
Class ID: 1, Sub ID: 7, DRS File Name: unit_demon_insect.drs, Locator File Name: unit_demon_insect_arm_l.module
Class ID: 1, Sub ID: 7, DRS File Name: unit_lostsouls_demon_insect.drs, Locator File Name: unit_lostSouls_demon_insect_arm_l.module
Class ID: 1, Sub ID: 7, DRS File Name: unit_nox_carrier.drs, Locator File Name: unit_nox_carrier_rt_rib2_att.module
Class ID: 1, Sub ID: 8, DRS File Name: unit_amazon.drs, Locator File Name: 
Class ID: 1, Sub ID: 8, DRS File Name: unit_demon_insect.drs, Locator File Name: unit_demon_insect_arm_r.module
Class ID: 1, Sub ID: 8, DRS File Name: unit_lostsouls_demon_insect.drs, Locator File Name: unit_lostSouls_demon_insect_arm_r.module
Class ID: 1, Sub ID: 8, DRS File Name: unit_nox_carrier.drs, Locator File Name: unit_nox_carrier_rt_rib3_att.module
Class ID: 1, Sub ID: 11, DRS File Name: unit_nox_carrier.drs, Locator File Name: unit_nox_carrier_lf_scapular_att.module
Class ID: 1, Sub ID: 12, DRS File Name: unit_nox_carrier.drs, Locator File Name: unit_nox_carrier_rt_scapular_att.module
Class ID: 1, Sub ID: 18, DRS File Name: unit_shadow_battleship_die.drs, Locator File Name: unit_shadow_battleship_Lf_SBSGrab_A.module
Class ID: 1, Sub ID: 28, DRS File Name: unit_shadow_mage.drs, Locator File Name: 
Class ID: 1, Sub ID: 30, DRS File Name: unit_shadow_battleship_die.drs, Locator File Name: unit_shadow_battleship_Ce_SBSGrab_A.module
Class ID: 1, Sub ID: 32, DRS File Name: unit_shadow_battleship.drs, Locator File Name: unit_shadow_battleship_Lf_SBSGrab_A.module
Class ID: 1, Sub ID: 34, DRS File Name: unit_shadow_battleship.drs, Locator File Name: unit_shadow_battleship_Ce_SBSGrab_A.module
Class ID: 1, Sub ID: 43, DRS File Name: unit_bandit_battle_fortress.drs, Locator File Name: unit_bandit_battle_fortress_lf_bay.module
Class ID: 1, Sub ID: 43, DRS File Name: unit_bandit_raven_fortress.drs, Locator File Name: unit_bandit_raven_fortress_lf_bay.module
Class ID: 1, Sub ID: 43, DRS File Name: unit_bandit_raven_scoutship.drs, Locator File Name: unit_bandit_raven_scoutship_lf_bay.module
Class ID: 1, Sub ID: 43, DRS File Name: unit_battle_fortress.drs, Locator File Name: unit_battle_fortress_lf_bay.module
Class ID: 1, Sub ID: 43, DRS File Name: unit_ravenheart.drs, Locator File Name: unit_ravenheart_lf_bay.module
Class ID: 1, Sub ID: 43, DRS File Name: unit_ravenheart_special.drs, Locator File Name: unit_ravenheart_special_lf_bay.module
Class ID: 1, Sub ID: 44, DRS File Name: unit_bandit_battle_fortress.drs, Locator File Name: unit_bandit_battle_fortress_ce_rear.module
Class ID: 1, Sub ID: 44, DRS File Name: unit_bandit_raven_fortress.drs, Locator File Name: unit_bandit_raven_fortress_ce_rear.module
Class ID: 1, Sub ID: 44, DRS File Name: unit_bandit_raven_scoutship.drs, Locator File Name: unit_bandit_raven_scoutship_ce_rear.module
Class ID: 1, Sub ID: 44, DRS File Name: unit_battle_fortress.drs, Locator File Name: unit_battle_fortress_ce_rear.module
Class ID: 1, Sub ID: 44, DRS File Name: unit_ravenheart.drs, Locator File Name: unit_ravenheart_ce_rear.module
Class ID: 1, Sub ID: 44, DRS File Name: unit_ravenheart_special.drs, Locator File Name: unit_ravenheart_special_ce_rear.module
Class ID: 1, Sub ID: 46, DRS File Name: unit_lostsouls_spitfire_shade.drs, Locator File Name: unit_lostsouls_spitfire_shade_Lf_bay.module
Class ID: 1, Sub ID: 46, DRS File Name: unit_bandit_battle_fortress.drs, Locator File Name: unit_bandit_battle_fortress_ce_bow2.module
Class ID: 1, Sub ID: 46, DRS File Name: unit_bandit_raven_fortress.drs, Locator File Name: unit_bandit_raven_fortress_ce_bow2.module
Class ID: 1, Sub ID: 46, DRS File Name: unit_bandit_raven_scoutship.drs, Locator File Name: unit_bandit_raven_scoutship_ce_bow2.module
Class ID: 1, Sub ID: 46, DRS File Name: unit_battle_fortress.drs, Locator File Name: unit_battle_fortress_ce_bow2.module
Class ID: 1, Sub ID: 46, DRS File Name: unit_lostsouls_spitfire.drs, Locator File Name: unit_lostsouls_spitfire_Lf_bay.module
Class ID: 1, Sub ID: 46, DRS File Name: unit_ravenheart.drs, Locator File Name: unit_ravenheart_ce_bow2.module
Class ID: 1, Sub ID: 46, DRS File Name: unit_ravenheart_special.drs, Locator File Name: unit_ravenheart_special_ce_bow2.module
Class ID: 1, Sub ID: 46, DRS File Name: unit_spitfire.drs, Locator File Name: unit_spitfire_Lf_bay.module
Class ID: 1, Sub ID: 47, DRS File Name: unit_lostsouls_spitfire_shade.drs, Locator File Name: unit_lostsouls_spitfire_shade_Ce_rear.module
Class ID: 1, Sub ID: 47, DRS File Name: unit_lostsouls_spitfire.drs, Locator File Name: unit_lostsouls_spitfire_Ce_rear.module
Class ID: 1, Sub ID: 47, DRS File Name: unit_spitfire.drs, Locator File Name: unit_spitfire_Ce_rear.module
Class ID: 1, Sub ID: 57, DRS File Name: unit_lostsouls_spitfire_shade.drs, Locator File Name: unit_lostsouls_spitfire_shade_Ce_bay1.module
Class ID: 1, Sub ID: 57, DRS File Name: unit_lostsouls_spitfire.drs, Locator File Name: unit_lostsouls_spitfire_Ce_bay1.module
Class ID: 1, Sub ID: 57, DRS File Name: unit_spitfire.drs, Locator File Name: unit_spitfire_Ce_bay1.module
Class ID: 1, Sub ID: 82, DRS File Name: unit_bandit_battle_fortress.drs, Locator File Name: unit_bandit_battle_fortress_ce_bay1.module
Class ID: 1, Sub ID: 82, DRS File Name: unit_bandit_raven_fortress.drs, Locator File Name: unit_bandit_raven_fortress_ce_bay1.module
Class ID: 1, Sub ID: 82, DRS File Name: unit_bandit_raven_scoutship.drs, Locator File Name: unit_bandit_raven_scoutship_ce_bay1.module
Class ID: 1, Sub ID: 82, DRS File Name: unit_battle_fortress.drs, Locator File Name: unit_battle_fortress_ce_bay1.module
Class ID: 1, Sub ID: 82, DRS File Name: unit_ravenheart.drs, Locator File Name: unit_ravenheart_ce_bay1.module
Class ID: 1, Sub ID: 82, DRS File Name: unit_ravenheart_special.drs, Locator File Name: unit_ravenheart_special_ce_bay1.module
Class ID: 2, Sub ID: -1, DRS File Name: building_frost_fortress_module1_s0.drs, Locator File Name: construction_frost_module1_s0.drs
Class ID: 2, Sub ID: -1, DRS File Name: building_frost_fortress_module1_s0.drs, Locator File Name: construction_frost_module2_s0.drs
Class ID: 2, Sub ID: -1, DRS File Name: building_frost_fortress_module1_s0.drs, Locator File Name: construction_frost_module3_s0.drs
Class ID: 2, Sub ID: -1, DRS File Name: building_frost_frontier_keep_module1_s0.drs, Locator File Name: construction_frost_module1_s0.drs
Class ID: 2, Sub ID: -1, DRS File Name: building_frost_frontier_keep_module1_s0.drs, Locator File Name: construction_frost_module2_s0.drs
Class ID: 2, Sub ID: -1, DRS File Name: building_frost_frontier_keep_module1_s0.drs, Locator File Name: construction_frost_module3_s0.drs
Class ID: 2, Sub ID: -1, DRS File Name: building_shadow_fortress_of_erasing_module1_s0.drs, Locator File Name: construction_shadow_module1_s0.drs
Class ID: 2, Sub ID: -1, DRS File Name: building_shadow_fortress_of_erasing_module1_s0.drs, Locator File Name: construction_shadow_module2_s0.drs
Class ID: 2, Sub ID: -1, DRS File Name: building_shadow_fortress_of_erasing_module1_s0.drs, Locator File Name: construction_shadow_module3_s0.drs
Class ID: 2, Sub ID: -1, DRS File Name: building_shadow_fortress_of_erasing_module1_s2.drs, Locator File Name: construction_shadow_module1_s0.drs
Class ID: 2, Sub ID: -1, DRS File Name: building_shadow_fortress_of_erasing_module1_s2.drs, Locator File Name: construction_shadow_module2_s0.drs
Class ID: 2, Sub ID: -1, DRS File Name: building_shadow_fortress_of_erasing_module1_s2.drs, Locator File Name: construction_shadow_module3_s0.drs
Class ID: 2, Sub ID: -1, DRS File Name: unit_queek_queek.drs, Locator File Name: 
Class ID: 2, Sub ID: -1, DRS File Name: unit_queek_queek_normal.drs, Locator File Name: 
Class ID: 2, Sub ID: -1, DRS File Name: unit_lostsouls_wrathgazer.drs, Locator File Name: 
Class ID: 2, Sub ID: -1, DRS File Name: unit_lost_horror_shade.drs, Locator File Name: 
Class ID: 2, Sub ID: -1, DRS File Name: unit_magma_fiend.drs, Locator File Name: 
Class ID: 2, Sub ID: -1, DRS File Name: unit_primeval_watcher.drs, Locator File Name: 
Class ID: 2, Sub ID: -1, DRS File Name: unit_snapjaw.drs, Locator File Name: 
Class ID: 2, Sub ID: -1, DRS File Name: unit_snapjaw_special.drs, Locator File Name: 
Class ID: 2, Sub ID: -1, DRS File Name: unit_stonekin_magma_fiend.drs, Locator File Name: 
Class ID: 2, Sub ID: -1, DRS File Name: unit_stonekin_primeval_watcher.drs, Locator File Name: 
Class ID: 2, Sub ID: -1, DRS File Name: unit_twilight_wrathgazer.drs, Locator File Name: 
Class ID: 2, Sub ID: -1, DRS File Name: unit_void_maw.drs, Locator File Name: 
Class ID: 2, Sub ID: -1, DRS File Name: unit_wrathgazer.drs, Locator File Name: 
Class ID: 2, Sub ID: -1, DRS File Name: unit_goldwagon.drs, Locator File Name: 
Class ID: 2, Sub ID: -1, DRS File Name: unit_cultist_master.drs, Locator File Name: 
Class ID: 2, Sub ID: -1, DRS File Name: unit_lostsouls_timeless_one.drs, Locator File Name: 
Class ID: 2, Sub ID: -1, DRS File Name: unit_lost_priest_shade.drs, Locator File Name: 
Class ID: 2, Sub ID: -1, DRS File Name: unit_stonekin_tempest.drs, Locator File Name: 
Class ID: 2, Sub ID: -1, DRS File Name: unit_tempest.drs, Locator File Name: 
Class ID: 2, Sub ID: -1, DRS File Name: unit_timeless_one.drs, Locator File Name: 
Class ID: 2, Sub ID: -1, DRS File Name: unit_timeshifter_spirit.drs, Locator File Name: 
Class ID: 2, Sub ID: -1, DRS File Name: unit_twilight_timeshifter_spirit.drs, Locator File Name: 
Class ID: 2, Sub ID: -1, DRS File Name: unit_frost_mage.drs, Locator File Name: 
Class ID: 2, Sub ID: -1, DRS File Name: unit_grove_spirit.drs, Locator File Name: 
Class ID: 2, Sub ID: -1, DRS File Name: unit_shadow_mage.drs, Locator File Name: 
Class ID: 2, Sub ID: -1, DRS File Name: unit_twilight_grove_spirit.drs, Locator File Name: 
Class ID: 2, Sub ID: -1, DRS File Name: unit_pigfarmer_air.drs, Locator File Name: 
Class ID: 3, Sub ID: 2, DRS File Name: building_frost_cannon_tower_module1_s0.drs, Locator File Name: building_frost_cannon_tower_attack1.ska
Class ID: 3, Sub ID: 3, DRS File Name: unit_tempest.drs, Locator File Name: 
Class ID: 3, Sub ID: 4, DRS File Name: building_frost_cannon_tower_module1_s0.drs, Locator File Name: building_frost_cannon_tower_attack2.ska
Class ID: 3, Sub ID: 4, DRS File Name: unit_walking_cannon.drs, Locator File Name: skel_walking_cannon_ranged_attack_ground1.ska
Class ID: 3, Sub ID: 4, DRS File Name: unit_walking_cannon_special.drs, Locator File Name: skel_walking_cannon_ranged_attack_ground1.ska
Class ID: 3, Sub ID: 6, DRS File Name: building_frost_cannon_tower_module1_s0.drs, Locator File Name: building_frost_cannon_tower_attack3.ska
Class ID: 3, Sub ID: 7, DRS File Name: building_frost_fortress_module1_s0.drs, Locator File Name: building_frost_fortress_recoil8.ska
Class ID: 3, Sub ID: 8, DRS File Name: building_frost_cannon_tower_module1_s0.drs, Locator File Name: building_frost_cannon_tower_attack4.ska
Class ID: 3, Sub ID: 9, DRS File Name: building_frost_fortress_module1_s0.drs, Locator File Name: building_frost_fortress_recoil7.ska
Class ID: 3, Sub ID: 9, DRS File Name: building_twilight_tower_module1_s0.drs, Locator File Name: building_twilight_tower_recoil2.ska
Class ID: 3, Sub ID: 9, DRS File Name: unit_shadow_battleship_die.drs, Locator File Name: skel_flying_fortress_drain05.ska
Class ID: 3, Sub ID: 9, DRS File Name: unit_shadow_battleship.drs, Locator File Name: skel_flying_fortress_drain05.ska
Class ID: 3, Sub ID: 10, DRS File Name: building_frost_cannon_tower_module1_s0.drs, Locator File Name: building_frost_cannon_tower_attack5.ska
Class ID: 3, Sub ID: 11, DRS File Name: building_frost_fortress_module1_s0.drs, Locator File Name: building_frost_fortress_recoil6.ska
Class ID: 3, Sub ID: 11, DRS File Name: unit_shadow_battleship_die.drs, Locator File Name: skel_flying_fortress_drain06.ska
Class ID: 3, Sub ID: 11, DRS File Name: unit_shadow_battleship.drs, Locator File Name: skel_flying_fortress_drain06.ska
Class ID: 3, Sub ID: 12, DRS File Name: building_frost_cannon_tower_module1_s0.drs, Locator File Name: building_frost_cannon_tower_attack6.ska
Class ID: 3, Sub ID: 12, DRS File Name: building_twilight_tower_module1_s0.drs, Locator File Name: building_twilight_tower_recoil1.ska
Class ID: 3, Sub ID: 13, DRS File Name: building_frost_fortress_module1_s0.drs, Locator File Name: building_frost_fortress_recoil5.ska
Class ID: 3, Sub ID: 13, DRS File Name: unit_shadow_battleship_die.drs, Locator File Name: skel_flying_fortress_drain07.ska
Class ID: 3, Sub ID: 13, DRS File Name: unit_shadow_battleship.drs, Locator File Name: skel_flying_fortress_drain07.ska
Class ID: 3, Sub ID: 14, DRS File Name: building_frost_cannon_tower_module1_s0.drs, Locator File Name: building_frost_cannon_tower_attack7.ska
Class ID: 3, Sub ID: 15, DRS File Name: building_frost_fortress_module1_s0.drs, Locator File Name: building_frost_fortress_recoil4.ska
Class ID: 3, Sub ID: 15, DRS File Name: building_twilight_tower_module1_s0.drs, Locator File Name: building_twilight_tower_recoil8.ska
Class ID: 3, Sub ID: 15, DRS File Name: unit_shadow_battleship_die.drs, Locator File Name: skel_flying_fortress_drain08.ska
Class ID: 3, Sub ID: 15, DRS File Name: unit_shadow_battleship.drs, Locator File Name: skel_flying_fortress_drain08.ska
Class ID: 3, Sub ID: 16, DRS File Name: building_frost_cannon_tower_module1_s0.drs, Locator File Name: building_frost_cannon_tower_attack8.ska
Class ID: 3, Sub ID: 17, DRS File Name: building_frost_fortress_module1_s0.drs, Locator File Name: building_frost_fortress_recoil3.ska
Class ID: 3, Sub ID: 18, DRS File Name: building_twilight_tower_module1_s0.drs, Locator File Name: building_twilight_tower_recoil3.ska
Class ID: 3, Sub ID: 19, DRS File Name: building_frost_fortress_module1_s0.drs, Locator File Name: building_frost_fortress_recoil2.ska
Class ID: 3, Sub ID: 20, DRS File Name: unit_shadow_battleship.drs, Locator File Name: skel_flying_fortress_drain01.ska
Class ID: 3, Sub ID: 21, DRS File Name: building_frost_fortress_module1_s0.drs, Locator File Name: building_frost_fortress_recoil1.ska
Class ID: 3, Sub ID: 21, DRS File Name: building_twilight_tower_module1_s0.drs, Locator File Name: building_twilight_tower_recoil4.ska
Class ID: 3, Sub ID: 22, DRS File Name: unit_shadow_battleship_die.drs, Locator File Name: skel_flying_fortress_drain01.ska
Class ID: 3, Sub ID: 22, DRS File Name: unit_shadow_battleship.drs, Locator File Name: skel_flying_fortress_drain02.ska
Class ID: 3, Sub ID: 24, DRS File Name: building_twilight_tower_module1_s0.drs, Locator File Name: building_twilight_tower_recoil5.ska
Class ID: 3, Sub ID: 24, DRS File Name: unit_shadow_battleship_die.drs, Locator File Name: skel_flying_fortress_drain02.ska
Class ID: 3, Sub ID: 24, DRS File Name: unit_shadow_battleship.drs, Locator File Name: skel_flying_fortress_drain03.ska
Class ID: 3, Sub ID: 26, DRS File Name: unit_shadow_battleship_die.drs, Locator File Name: skel_flying_fortress_drain03.ska
Class ID: 3, Sub ID: 26, DRS File Name: unit_shadow_battleship.drs, Locator File Name: skel_flying_fortress_drain04.ska
Class ID: 3, Sub ID: 27, DRS File Name: building_twilight_tower_module1_s0.drs, Locator File Name: building_twilight_tower_recoil6.ska
Class ID: 3, Sub ID: 28, DRS File Name: unit_shadow_battleship_die.drs, Locator File Name: skel_flying_fortress_drain04.ska
Class ID: 3, Sub ID: 37, DRS File Name: unit_thunder_wagon.drs, Locator File Name: 
Class ID: 3, Sub ID: 39, DRS File Name: building_twilight_tower_module1_s0.drs, Locator File Name: building_twilight_tower_recoil7.ska
Class ID: 3, Sub ID: 48, DRS File Name: unit_bandit_battle_fortress.drs, Locator File Name: skel_flying_fortress_gun10.ska
Class ID: 3, Sub ID: 48, DRS File Name: unit_bandit_raven_fortress.drs, Locator File Name: skel_flying_fortress_gun10.ska
Class ID: 3, Sub ID: 48, DRS File Name: unit_bandit_raven_scoutship.drs, Locator File Name: skel_flying_fortress_gun10.ska
Class ID: 3, Sub ID: 48, DRS File Name: unit_battle_fortress.drs, Locator File Name: skel_flying_fortress_gun10.ska
Class ID: 3, Sub ID: 48, DRS File Name: unit_ravenheart.drs, Locator File Name: skel_flying_fortress_gun10.ska
Class ID: 3, Sub ID: 48, DRS File Name: unit_ravenheart_special.drs, Locator File Name: skel_flying_fortress_gun10.ska
Class ID: 3, Sub ID: 50, DRS File Name: unit_bandit_battle_fortress.drs, Locator File Name: skel_flying_fortress_gun09.ska
Class ID: 3, Sub ID: 50, DRS File Name: unit_bandit_raven_fortress.drs, Locator File Name: skel_flying_fortress_gun09.ska
Class ID: 3, Sub ID: 50, DRS File Name: unit_bandit_raven_scoutship.drs, Locator File Name: skel_flying_fortress_gun09.ska
Class ID: 3, Sub ID: 50, DRS File Name: unit_battle_fortress.drs, Locator File Name: skel_flying_fortress_gun09.ska
Class ID: 3, Sub ID: 50, DRS File Name: unit_ravenheart.drs, Locator File Name: skel_flying_fortress_gun09.ska
Class ID: 3, Sub ID: 50, DRS File Name: unit_ravenheart_special.drs, Locator File Name: skel_flying_fortress_gun09.ska
Class ID: 3, Sub ID: 52, DRS File Name: unit_bandit_battle_fortress.drs, Locator File Name: skel_flying_fortress_gun08.ska
Class ID: 3, Sub ID: 52, DRS File Name: unit_bandit_raven_fortress.drs, Locator File Name: skel_flying_fortress_gun08.ska
Class ID: 3, Sub ID: 52, DRS File Name: unit_bandit_raven_scoutship.drs, Locator File Name: skel_flying_fortress_gun08.ska
Class ID: 3, Sub ID: 52, DRS File Name: unit_battle_fortress.drs, Locator File Name: skel_flying_fortress_gun08.ska
